C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,Label,gbdt_leaf_0,gbdt_leaf_1,gbdt_leaf_2,gbdt_leaf_3,gbdt_leaf_4,gbdt_leaf_5,gbdt_leaf_6,gbdt_leaf_7,gbdt_leaf_8,gbdt_leaf_9
05db9164,d833535f,ad4b77ff,d16679b9,4cf72387,7e0ccccf,62722182,5b392875,a73ee510,3b08e48b,0eb7632e,a2f4e8b5,96fa211f,b28479f6,a66dcf27,89052618,8efede7f,7b49e3d2,-1,-1,d4703ebd,-1,3a171ecb,aee52b6f,-1,-1,0.010416666666666666,0.0001271294177472667,0.0,0.03409090909090909,0.003807071598556366,0.12287130847165337,0.041591320072332724,0.06021897810218978,0.035650940049663,0.2,0.15789473684210525,0.060606060606060615,0.0038910505836575876,0,3,3,11,24,3,45,4,5,9,16
05db9164,5dac953d,d032c263,c18be181,4cf72387,fbad5c96,0d3f4163,0b153874,a73ee510,6fc2ecdb,9c2588ba,dfbb09fb,31045073,b28479f6,20e0957a,84898b2a,e5ba7672,befd6e69,-1,-1,0014c32a,-1,32c7478e,3b183c5c,-1,-1,0.03125,0.0002542588354945334,0.0,0.07954545454545454,0.0007220138374493703,0.0036645828842422935,0.0036166365280289334,0.038321167883211674,0.012593118126995389,0.4,0.10526315789473684,0.0,0.009079118028534372,0,4,15,8,12,16,18,3,24,12,18
ae82ea21,4c2bc594,d032c263,c18be181,25c83c98,fe6b92e5,869243b9,5b392875,a73ee510,3b08e48b,6a77517a,dfbb09fb,e0230d57,1adce6ef,ae0c3875,84898b2a,27c07bd6,15a36060,-1,-1,0014c32a,-1,3a171ecb,3b183c5c,-1,-1,0.0,0.0020340706839562673,0.003428706550011823,0.17045454545454544,0.025930442388614836,0.008622547962923043,0.0024110910186859553,0.040145985401459854,0.0058531394111387015,0.0,0.05263157894736842,0.0,0.019455252918287935,0,44,32,32,5,44,48,40,38,26,8
05db9164,e112a9de,673345d7,d3e15e1a,25c83c98,fe6b92e5,fa707f72,0b153874,a73ee510,711ec2bc,6241e24a,cf30aac4,8c1a3ad8,07d13a8f,21879282,97a55a46,3486227d,c342ea0e,-1,-1,9ca57840,ad3062eb,3a171ecb,a0ab2ce0,-1,-1,0.15624999999999997,0.0015255530129672005,0.00035469378103570584,0.10227272727272728,0.0011209437203511371,0.002371200689803837,0.01024713682941531,0.020072992700729927,0.00532103582830791,0.2,0.07894736842105263,0.020202020202020204,0.011673151750972763,0,12,10,16,22,27,16,26,26,12,17
68fd1e64,8084ee93,d032c263,c18be181,25c83c98,fe6b92e5,52283d1c,0b153874,a73ee510,efea433b,e51ddf94,dfbb09fb,3516f6e6,b28479f6,b2ff8c6b,84898b2a,d4bb7bd8,52e44668,-1,-1,0014c32a,-1,32c7478e,3b183c5c,-1,-1,0.010416666666666666,0.004068141367912535,0.0,0.0,0.04064652251343556,0.17439103255011856,0.0006027727546714888,0.01094890510948905,0.014721532458318552,0.2,0.02631578947368421,0.0,0.0,0,40,40,44,37,35,38,49,41,47,24
5a9ed9b0,4f25e98b,66d23ba2,34d81946,89ff5705,6f6d9be8,cfca79f1,0b153874,a73ee510,9cb7fd75,7a6f163c,442121c0,b3ab85b2,07d13a8f,5cedaf14,399c02fb,1e88c74f,c04ce6df,21ddcdc9,b1252a9d,c72a9262,-1,32c7478e,9117a34a,001f3601,54ca28ff,0.0,0.12433257055682684,0.0011823126034523528,0.06818181818181819,0.001429252494050527,0.0,0.0006027727546714888,0.012773722627737226,0.001241575026605179,0.0,0.02631578947368421,0.0,0.009079118028534372,0,31,29,13,26,23,37,42,6,24,29
05db9164,4c2bc594,d032c263,c18be181,25c83c98,7e0ccccf,26a81064,0b153874,a73ee510,dcbc7c2b,9e511730,dfbb09fb,04e4a7e0,8ceecbc8,7ac43a46,84898b2a,e5ba7672,bc48b783,-1,-1,0014c32a,-1,55dd3565,3b183c5c,-1,-1,0.020833333333333332,0.0008899059242308669,0.00035469378103570584,0.05681818181818182,0.0005220563899702133,0.0012933821944384565,0.004822182037371911,0.009124087591240875,0.020752039730400847,0.4,0.10526315789473684,0.010101010101010102,0.006485084306095979,0,11,37,8,28,20,20,10,21,12,17
68fd1e64,38d50e09,0fc95866,88e439d9,492fbc44,fbad5c96,def4a4d4,0b153874,a73ee510,f650add0,4ba74619,23253c33,879fa878,07d13a8f,fa321567,0607e9c3,d4bb7bd8,52b872ed,21ddcdc9,a458ea53,1d970d19,-1,423fab69,df487a73,e8b83407,c27f155b,0.0,0.07551487414187642,0.0,0.045454545454545456,0.006417353548407432,0.004526837680534597,0.0012055455093429777,0.0072992700729927005,0.000709471443774388,0.0,0.05263157894736842,0.0,0.005188067444876783,0,36,5,24,43,40,18,31,37,42,28
05db9164,ae46a29d,cb3105c6,f922efad,25c83c98,3bf701e7,a89c28f5,0b153874,a73ee510,b58c39b4,d5df6cd3,e60d5191,daee1f01,8ceecbc8,14d0a096,e2e2fcd9,d4bb7bd8,a573334c,-1,-1,ba68d86b,ad3062eb,32c7478e,b34f3128,-1,-1,0.020833333333333332,0.0002542588354945334,0.00023646252069047056,0.18181818181818182,0.00010736631416368536,0.004742401379607674,0.0012055455093429777,0.029197080291970802,0.0030152536360411493,0.4,0.05263157894736842,0.0,0.022049286640726327,0,28,25,28,26,26,18,22,42,25,30
8cf07265,f8c8e8f8,cedcacac,7967fcf5,4cf72387,7e0ccccf,ae33f6b1,5b392875,a73ee510,fa7d0797,0b1185ee,553e02c3,9416a599,1adce6ef,bd2c909f,91a6eec5,1e88c74f,d2f0bce2,21ddcdc9,5840adea,a97b62ca,-1,32c7478e,727a7cc7,f55c04b6,6935065e,0.0,0.0001271294177472667,0.0,0.0,0.003597264030511733,0.0,0.0006027727546714888,0.018248175182481754,0.007804185881518269,0.0,0.02631578947368421,0.0,0.0,0,19,29,13,0,23,0,42,44,16,0
05db9164,80e26c9b,e346a5fd,85dd697c,25c83c98,7e0ccccf,511a53a9,0b153874,a73ee510,a1ee64a6,42474081,539c5644,3966c8cd,b28479f6,a785131a,aafa191e,3486227d,005c6740,21ddcdc9,5840adea,7e5b7cc4,-1,32c7478e,1793a828,e8b83407,b9809574,0.010416666666666666,0.0002542588354945334,0.0009458500827618822,0.07954545454545454,0.0019276685946635985,0.08881224401810735,0.044002411091018684,0.009124087591240875,0.15750266051791414,0.2,0.15789473684210525,0.020202020202020204,0.009079118028534372,0,3,3,11,15,3,29,4,7,32,35
5a9ed9b0,4f25e98b,8dbfdfba,a14a1bd1,25c83c98,fe6b92e5,934229d4,0fb392dd,a73ee510,8415ee99,532530d1,d2e51250,dbffa30d,64c94865,40e29d2a,f7754bde,d4bb7bd8,7ef5affa,0053530c,a458ea53,66b495db,-1,32c7478e,3fdb382b,001f3601,49d68486,0.020833333333333332,0.0003813882532418001,0.0004729250413809411,0.011363636363636364,2.955036169642716e-06,0.0002155636990730761,0.0012055455093429777,0.0018248175182481751,0.000177367860943597,0.4,0.05263157894736842,0.0,0.0012970168612191958,1,27,25,13,0,25,4,15,29,0,0
05db9164,fc1fa80d,5a1201eb,45e7b9c6,25c83c98,7e0ccccf,124131fa,37e4aa92,a73ee510,a1ee64a6,9ba53fcc,cdac3d6f,42156eb4,b28479f6,4ce39685,4dab12d6,e5ba7672,f68751cd,-1,-1,e58d8a84,c9d4222a,bcdee96c,1793a828,-1,-1,0.0,0.006356470887363335,0.001655237644833294,0.1477272727272727,0.002896920458306409,0.16727743048070703,0.0018083182640144665,0.014598540145985401,0.034409365023057824,0.0,0.02631578947368421,0.0,0.016861219195849545,1,9,14,35,30,11,49,13,15,19,30
05db9164,09e68b86,4bd49689,f55645df,4cf72387,7e0ccccf,47aa6d2e,0b153874,a73ee510,91225285,c30e7b00,480bde65,4f8670dc,07d13a8f,907a361f,731fb6c9,e5ba7672,901e19dc,0ec8d23c,b1252a9d,90756215,-1,32c7478e,237343db,e8b83407,a034ca84,0.03125,0.0001271294177472667,0.0,0.0,0.0002817134481726056,0.0012933821944384565,0.0018083182640144665,0.0036496350364963502,0.004079460801702731,0.6000000000000001,0.07894736842105263,0.0,0.0,0,4,23,13,39,16,11,3,24,23,38
05db9164,bc84a2bc,16c47b7d,dc56a6c8,25c83c98,fbad5c96,2b195774,5b392875,a73ee510,3b08e48b,a9f02987,aa910cce,0c639b84,07d13a8f,131566f7,a0613853,1e88c74f,d632055f,21ddcdc9,b1252a9d,053a45ab,-1,32c7478e,becdd73c,001f3601,aa5f0a15,0.0,0.03089244851258581,0.001655237644833294,0.1477272727272727,0.0004954610644434288,0.0,0.0006027727546714888,0.03102189781021898,0.01578573962398013,0.0,0.02631578947368421,0.0,0.016861219195849545,0,0,29,20,26,30,37,47,42,24,30
be589b51,4c2bc594,d032c263,c18be181,25c83c98,7e0ccccf,7227c706,1f89b562,a73ee510,305a0646,9625b211,dfbb09fb,dccbd94b,8ceecbc8,7ac43a46,84898b2a,e5ba7672,bc48b783,-1,-1,0014c32a,ad3062eb,55dd3565,3b183c5c,-1,-1,0.0,0.2852784134248665,0.001655237644833294,0.09090909090909091,0.01161033711052623,0.01379607674067687,0.018083182640144666,0.025547445255474453,0.015608371763036538,0.0,0.05263157894736842,0.0,0.01815823605706874,0,25,16,19,6,14,31,11,14,27,42
09ca0b81,38a947a1,9011c162,b5f7c643,25c83c98,fe6b92e5,c86e8c6b,5b392875,7cc72ec2,d72f452e,4d8549da,2ad06856,51b97b8f,b28479f6,6b8ac38e,1d0eb9f4,e5ba7672,6fe9da0c,-1,-1,4ab4ce41,-1,3a171ecb,2c502c1d,-1,-1,0.0,0.004068141367912535,0.00023646252069047056,0.022727272727272728,0.02977494444532001,0.0019400732916576848,0.0024110910186859553,0.012773722627737226,0.0017736786094359703,0.0,0.05263157894736842,0.0,0.0025940337224383916,1,25,16,12,11,4,20,16,21,17,13
be589b51,4c2bc594,d032c263,c18be181,25c83c98,fe6b92e5,aa0d873c,0b153874,a73ee510,3b08e48b,868744ab,dfbb09fb,9dfda2b9,8ceecbc8,7ac43a46,84898b2a,776ce399,bc48b783,-1,-1,0014c32a,-1,55dd3565,3b183c5c,-1,-1,0.0,0.0001271294177472667,0.0,0.0,0.004882704764306315,0.0,0.0006027727546714888,0.06934306569343066,0.017382050372472504,0.0,0.02631578947368421,0.0,0.0,0,5,32,4,7,5,0,48,17,37,3
05db9164,08d6d899,7c5d58b4,60d5f5a7,25c83c98,7e0ccccf,38850d41,0b153874,a73ee510,6e7947ce,49aeb6a9,1d00cbc4,8f7e5dc7,b28479f6,bfef54b3,b93ac0ad,1e88c74f,87c6f83c,-1,-1,bf8efd4c,-1,32c7478e,f96a556f,-1,-1,0.0,0.004068141367912535,0.0004729250413809411,0.2159090909090909,0.011600486989960756,0.0,0.0006027727546714888,0.04562043795620438,0.023057821922667608,0.0,0.02631578947368421,0.0,0.02464332036316472,0,45,44,47,36,36,39,48,42,49,47
ae82ea21,2c8c5f5d,13cd0697,352cefe6,25c83c98,fbad5c96,0284608a,0b153874,a73ee510,3b08e48b,65819b7a,c3cdaf85,2e21cea2,1adce6ef,5edc1a28,08514295,e5ba7672,f5f4ae5b,-1,-1,6387fda4,-1,3a171ecb,d36c7dbf,-1,-1,0.07291666666666667,0.002415458937198067,0.00035469378103570584,0.1477272727272727,1.1820144678570865e-05,0.002802328087949989,0.004219409282700422,0.005474452554744526,0.0023057821922667612,0.4,0.05263157894736842,0.0,0.016861219195849545,0,12,21,8,12,1,1,26,28,12,18
41edac3d,0a519c5c,b00d1501,d16679b9,25c83c98,7e0ccccf,7848490d,0b153874,a73ee510,3b08e48b,a74169ca,e0d76380,1cf9c8dd,b28479f6,7f6af6b0,1203a270,3486227d,eea3ab97,-1,-1,73d06dde,-1,3a171ecb,aee52b6f,-1,-1,0.010416666666666666,0.012204424103737604,0.0004729250413809411,0.045454545454545456,0.00586673180879734,0.0,0.0006027727546714888,0.0072992700729927005,0.000709471443774388,0.2,0.02631578947368421,0.0,0.005188067444876783,0,44,39,4,48,41,38,44,8,3,3
68fd1e64,854a10a0,39fc1a9d,b2a9214d,25c83c98,13718bbd,a4bbd4f4,5b392875,a73ee510,3b08e48b,8d5ad79c,1c51c136,4809d853,cfef1c29,99e7d13a,ccf4d83d,e5ba7672,e3d9ff6e,21ddcdc9,5840adea,361f74c1,-1,93bad2c0,6bdf991d,e8b83407,61e54666,0.21874999999999997,0.0001271294177472667,0.00023646252069047056,0.03409090909090909,2.955036169642716e-06,0.0006466910972192282,0.012658227848101266,0.005474452554744526,0.000532103582830791,0.4,0.05263157894736842,0.0,0.0038910505836575876,0,20,21,1,29,1,1,5,1,14,12
05db9164,38a947a1,b9bc789e,6a14f9b9,25c83c98,fbad5c96,eabf23ff,5b392875,a73ee510,3b08e48b,c7435d5a,4940d4ed,4d7749d6,07d13a8f,78530a26,f8b34416,e5ba7672,c9ac134a,-1,-1,f3ddd519,-1,32c7478e,b34f3128,-1,-1,0.010416666666666666,0.05008899059242308,0.0,0.022727272727272728,0.0014420576507856455,0.004526837680534597,0.02652200120554551,0.0036496350364963502,0.0015963107484923732,0.2,0.10526315789473684,0.0,0.0025940337224383916,0,2,2,12,6,2,18,2,14,17,13
8cf07265,c8687797,19dc63af,0139f0cc,4cf72387,6f6d9be8,c8b3d034,0b153874,a73ee510,a5ad4326,80da9312,04621bb1,d14c9212,b28479f6,dc96c4b0,f10ee122,e5ba7672,a7e06874,21ddcdc9,5840adea,78ba0a03,-1,32c7478e,87f61a7d,010f6491,891dabaf,0.0,0.006610729722857868,0.0015370063844880586,0.1590909090909091,0.010349521678145339,0.028669971976719118,0.0036166365280289334,0.016423357664233577,0.02713728272437034,0.0,0.13157894736842105,0.0,0.01815823605706874,0,46,27,32,41,45,30,10,43,33,25
68fd1e64,d833535f,77f2f2e5,d16679b9,0942e0a7,fbad5c96,293d71dc,1f89b562,a73ee510,e71a3721,ceb943bc,9f32b866,6726c9f7,b28479f6,a733d362,31ca40b6,e5ba7672,281769c2,-1,-1,dfcfc3fa,-1,32c7478e,aee52b6f,-1,-1,0.020833333333333332,0.07449783879989828,0.0,0.1477272727272727,0.0001339616396904698,0.002802328087949989,0.0012055455093429777,0.025547445255474453,0.055516140475345865,0.4,0.05263157894736842,0.0,0.016861219195849545,0,10,38,28,26,14,19,13,14,23,30
5a9ed9b0,ef69887a,aa5ee79d,b3bd7cc7,25c83c98,fe6b92e5,e13ff1c4,0b153874,a73ee510,fbbf2c95,248c347e,e8aff4bb,86c79eb0,b28479f6,902a109f,d4bba8b9,27c07bd6,4bcc9449,cdff2091,b1252a9d,12200697,-1,32c7478e,7e76cfc0,e8b83407,691a6530,0.010416666666666666,0.09610983981693362,0.0020099314258689997,0.011363636363636364,0.004773368426029535,0.10950635912912265,0.018083182640144666,0.005474452554744526,0.020574671869457252,0.2,0.2631578947368421,0.010101010101010102,0.0025940337224383916,0,36,43,43,47,34,2,41,2,27,25
05db9164,09e68b86,75d74398,ac9bd079,b0530c50,fe6b92e5,e44ffd7f,5b392875,a73ee510,c16dd063,4ad5ddce,b576ecc1,8846a878,b28479f6,6f73304a,8ed678b1,e5ba7672,479030a6,7d1c0c2a,5840adea,24fe27f9,78e2e389,3a171ecb,41be4766,e8b83407,d8a062c4,0.10416666666666667,0.013348588863463004,0.0022463939465594703,0.5,7.880096452380577e-05,0.011856003449019185,0.006027727546714889,0.08941605839416059,0.009045760908123448,0.4,0.05263157894736842,0.0,0.06355382619974059,0,7,28,18,13,33,35,8,28,5,4
05db9164,1cfdf714,15cd09c3,cc18289b,25c83c98,-1,90a2c015,0b153874,a73ee510,3b08e48b,0f736a0c,c9362bb6,3af886ff,1adce6ef,f3002fbd,02f83c0c,e5ba7672,e88ffc9d,c60a4703,a458ea53,ce8095f6,-1,423fab69,70417b69,cb079c2d,1d713772,0.07291666666666667,0.0002542588354945334,0.0028375502482856467,0.011363636363636364,5.9100723392854316e-06,0.0002155636990730761,0.007233273056057866,0.0018248175182481751,0.000177367860943597,0.4,0.07894736842105263,0.0,0.0012970168612191958,1,1,6,1,21,7,7,1,9,1,1
be589b51,38a947a1,0e4f7fa4,5deac079,25c83c98,fbad5c96,38eb9cf4,1f89b562,a73ee510,547c0ffe,7f8ffe57,1f6b8745,46f42a63,07d13a8f,007ac9f6,50d2b997,07c540c4,a2157fe3,-1,-1,9c03188d,78e2e389,32c7478e,4b871c6a,-1,-1,0.041666666666666664,0.03470633104500381,0.0,0.011363636363636364,4.92506028273786e-06,0.0004311273981461522,0.0024110910186859553,0.0018248175182481751,0.000177367860943597,0.4,0.05263157894736842,0.0,0.0012970168612191958,0,35,1,6,1,1,1,35,1,10,11
5a9ed9b0,68aede49,49de910d,ad9aa9fd,25c83c98,fe6b92e5,d0bdaa98,0b153874,7cc72ec2,3b08e48b,dd6fc8cb,d14b3df8,ebd756bd,07d13a8f,8dbc001a,58c0fd2d,2005abd1,262c8681,-1,-1,ec3251f4,-1,32c7478e,9d58d744,-1,-1,0.0,0.0001271294177472667,0.0,0.0,0.0,0.0,0.0,0.0018248175182481751,0.0,0.0,0.0,0.0,0.0,0,31,0,15,33,0,0,33,0,0,34
05db9164,8947f767,2b2f6a90,c5ab649a,25c83c98,7e0ccccf,25c64e98,0b153874,a73ee510,d7cb1343,2872a4bd,875b735e,f8320f48,07d13a8f,2c14c412,5421ac75,3486227d,bd17c3da,9653bb65,5840adea,06f9041b,-1,32c7478e,3fdb382b,010f6491,42c1aa63,0.010416666666666666,0.041189931350114416,0.0020099314258689997,0.38636363636363635,0.0031707538100266344,0.06100452683768054,0.0030138637733574444,0.0510948905109489,0.05995033699893579,0.2,0.07894736842105263,0.0,0.04539559014267185,0,30,9,33,41,6,42,47,20,44,20
5a9ed9b0,5dac953d,d032c263,c18be181,25c83c98,fbad5c96,b1537aa3,0b153874,a73ee510,19aaf34c,726a2eb8,dfbb09fb,b0ff1de2,07d13a8f,80fdf058,84898b2a,e5ba7672,fc923ad0,-1,-1,0014c32a,-1,c7dc6720,3b183c5c,-1,-1,0.0,0.0005085176709890668,0.0,0.022727272727272728,0.03271619044617106,0.02414313429618452,0.006027727546714889,0.0036496350364963502,0.006917346576800283,0.0,0.02631578947368421,0.0,0.0025940337224383916,0,8,27,5,2,10,0,21,12,26,19
05db9164,af447d7a,05e89637,06b1cf6e,4cf72387,fbad5c96,a36dc9f7,5b392875,a73ee510,550727c0,bfd9d6e5,8fbe0072,e1b62f8f,b28479f6,f0d27586,25b075e4,1e88c74f,98ff11f4,-1,-1,af1869be,-1,be7c41b4,0ff91809,-1,-1,0.0,0.0001271294177472667,0.0,0.0,0.001155419142330302,0.0,0.0006027727546714888,0.08576642335766423,0.008158921603405462,0.0,0.02631578947368421,0.0,0.0,0,16,17,42,9,43,46,42,17,15,6
05db9164,9bcd4a15,d032c263,c18be181,25c83c98,13718bbd,3d4f5cb7,235697d5,7cc72ec2,3b08e48b,7579b566,dfbb09fb,8803181f,b28479f6,d038e464,84898b2a,2005abd1,eb0f5533,-1,-1,0014c32a,-1,32c7478e,3b183c5c,-1,-1,0.0,0.0001271294177472667,0.0,0.0,0.0,0.0,0.0,0.0018248175182481751,0.0,0.0,0.0,0.0,0.0,0,0,0,15,0,0,0,29,0,0,0
05db9164,0a519c5c,02cf9876,c18be181,25c83c98,-1,8de2dfc7,1f89b562,a73ee510,dea56e7c,4c4ecb2b,8fe001f4,43de99de,07d13a8f,4ac81a35,36103458,d4bb7bd8,416e8695,-1,-1,e587c466,-1,32c7478e,3b183c5c,-1,-1,0.0,0.0003813882532418001,0.0,0.06818181818181819,0.042003869127358116,0.03556801034705756,0.0006027727546714888,0.01094890510948905,0.02731465058531394,0.0,0.02631578947368421,0.0,0.007782101167315174,1,40,36,44,37,37,21,7,33,45,24
05db9164,287130e0,aa8c1539,85dd697c,384874ce,7e0ccccf,03dda6cf,0b153874,a73ee510,759c0862,3289d3e1,d8c29807,5a777c73,07d13a8f,10040656,c64d548f,e5ba7672,891589e7,cf99e5de,5840adea,5f957280,-1,3a171ecb,1793a828,e8b83407,b7d9c3bc,0.020833333333333332,0.0002542588354945334,0.005438637975880822,0.18181818181818182,1.5760192904761153e-05,0.002371200689803837,0.0036166365280289334,0.025547445255474453,0.04274565448740688,0.4,0.13157894736842105,0.0,0.014267185473411154,0,10,26,1,14,16,14,9,24,14,33
05db9164,95e2d337,0a1435c1,bdcfffba,4cf72387,7e0ccccf,468a0854,1f89b562,a73ee510,3b08e48b,a60de4e5,5a276398,605bbc24,b28479f6,c57dc31f,4da40ea2,8efede7f,e1b6ea80,21ddcdc9,5840adea,290c14f6,-1,32c7478e,ded4aac9,2bf691b1,bdf46dce,0.010416666666666666,0.0002542588354945334,0.0018917001655237645,0.125,0.0014696379883689776,0.032765682259107566,0.006630500301386378,0.058394160583941604,0.03653777935438099,0.2,0.13157894736842105,0.08080808080808081,0.014267185473411154,1,17,18,31,18,22,28,39,7,8,9
5bfa8ab5,09e68b86,aa8c1539,85dd697c,4cf72387,-1,845fb196,5b392875,a73ee510,6997b535,911b463c,d8c29807,0c9cc756,8ceecbc8,d2f03b75,c64d548f,07c540c4,63cdbb21,cf99e5de,5840adea,5f957280,-1,32c7478e,1793a828,e8b83407,b7d9c3bc,0.0,0.0003813882532418001,0.008985575786237881,0.26136363636363635,0.005824376290365794,0.03923259323129985,0.0018083182640144665,0.041970802919708027,0.012238382405108194,0.0,0.05263157894736842,0.0,0.029831387808041503,0,33,46,47,36,34,48,7,35,49,45
05db9164,2eb7b10e,d7e4eede,b248863d,25c83c98,7e0ccccf,01620311,c8ddd494,a73ee510,7fc0c2b2,922bbb91,4f1124f1,ad61640d,1adce6ef,0816fba2,d53e706c,e5ba7672,21eb63af,-1,-1,58bf1e98,-1,32c7478e,45b2acf4,-1,-1,0.010416666666666666,0.0006356470887363335,0.00023646252069047056,0.07954545454545454,0.030398457077114624,0.0,0.0006027727546714888,0.0364963503649635,0.002837885775097552,0.2,0.02631578947368421,0.0,0.009079118028534372,0,25,38,23,34,4,38,16,21,36,21
68fd1e64,4f25e98b,3d443863,ac0f3b32,25c83c98,fbad5c96,78c0b2ff,0b153874,a73ee510,3b08e48b,eb4a9b83,6ccebe44,c0bc5873,64c94865,40e29d2a,78fd5375,e5ba7672,7ef5affa,b077911b,a458ea53,73d951ca,c9d4222a,3a171ecb,08b297cb,c243e98b,862a336e,0.03125,0.0003813882532418001,0.004374556632773705,0.05681818181818182,0.0003792296417708152,0.009269239060142272,0.004219409282700422,0.014598540145985401,0.011706278822277403,0.4,0.13157894736842105,0.0,0.006485084306095979,0,4,15,43,10,20,15,17,24,28,8
05db9164,c41a84c8,d627c43e,759c4a2e,4cf72387,fbad5c96,45e063a0,0b153874,a73ee510,0526eedb,da89cb9b,2d15871c,165642be,b28479f6,55d28d38,9243e635,e5ba7672,2b46823a,-1,-1,ec5ac7c6,-1,32c7478e,590b856f,-1,-1,0.0,0.0034324942791762007,0.007566800662095058,0.3068181818181818,0.019962254337993098,0.03125673636559603,0.0024110910186859553,0.025547445255474453,0.00656261085491309,0.0,0.07894736842105263,0.0,0.03501945525291829,1,29,27,38,41,29,48,38,36,26,44
05db9164,38a947a1,d2ba63de,e914d977,25c83c98,7e0ccccf,86946882,0b153874,a73ee510,f3678585,bda62d37,39102bce,2648f8ef,b28479f6,bcf15323,5c130480,d4bb7bd8,2a5c1ed3,-1,-1,e79d04cf,-1,32c7478e,b258af68,-1,-1,0.0,0.0013984235952199337,0.0,0.0,0.007303864399300248,0.037292519939642166,0.0012055455093429777,0.0018248175182481751,0.0035473572188719402,0.0,0.05263157894736842,0.0,0.0,0,45,5,48,35,38,5,49,44,47,27
05db9164,791f3f76,d032c263,c18be181,384874ce,7e0ccccf,fe4dce68,0b153874,a73ee510,f5ec1909,68357db6,dfbb09fb,768f6658,b28479f6,bd352426,84898b2a,07c540c4,0f4a15b0,-1,-1,0014c32a,-1,3a171ecb,3b183c5c,-1,-1,0.0,0.0003813882532418001,0.0007093875620714117,0.05681818181818182,0.002888055349797481,0.007975856865703816,0.0018083182640144665,0.012773722627737226,0.011174175239446612,0.0,0.05263157894736842,0.0,0.007782101167315174,0,17,18,42,26,22,30,30,32,19,29
5a9ed9b0,e5fb1af3,c4842f90,9d9bab91,4cf72387,13718bbd,0284608a,0b153874,a73ee510,3b08e48b,65819b7a,85e9a205,2e21cea2,8ceecbc8,0f04b39f,f3f45edc,e5ba7672,13145934,49175026,a458ea53,cc60c31c,-1,3a171ecb,3fdb382b,e8b83407,49d68486,0.010416666666666666,0.028858377828629544,0.0007093875620714117,0.0,0.0014233424217112416,0.0071136020694115105,0.004822182037371911,0.0072992700729927005,0.0023057821922667612,0.2,0.13157894736842105,0.0,0.0,0,21,23,43,40,14,6,19,14,27,8
05db9164,d833535f,b00d1501,d16679b9,25c83c98,7e0ccccf,9b98e9fc,1f89b562,a73ee510,547c0ffe,7f8ffe57,e0d76380,46f42a63,1adce6ef,2ee9f086,1203a270,07c540c4,7b49e3d2,-1,-1,73d06dde,-1,32c7478e,aee52b6f,-1,-1,0.020833333333333332,0.07780320366132722,0.0010640813431071175,0.06818181818181819,6.304077161904461e-05,0.005173528777753826,0.0030138637733574444,0.038321167883211674,0.01951046470379567,0.4,0.10526315789473684,0.010101010101010102,0.01556420233463035,0,28,24,8,22,26,24,34,40,18,11
05db9164,09e68b86,e1826261,aa6bd3ea,43b19349,fbad5c96,50afe1fb,0b153874,a73ee510,13e7f44e,dc886240,7ec24dbc,db381caa,07d13a8f,36721ddc,374da7fb,d4bb7bd8,5aed7436,efa3470f,b1252a9d,258492cf,c9d4222a,c7dc6720,3fdb382b,e8b83407,49d68486,0.020833333333333332,0.0003813882532418001,0.0050839441948451174,0.36363636363636365,0.00012115648295535137,0.009053675361069196,0.0012055455093429777,0.06386861313868614,0.006207875133025896,0.4,0.05263157894736842,0.0,0.042801556420233464,0,17,18,35,32,22,15,22,34,25,32
39af2607,287130e0,c7dfa8b4,7c6fadba,25c83c98,fbad5c96,575686cf,a674580f,a73ee510,f2144b5f,c69447fb,c24516d4,98ffd96f,cfef1c29,655fad18,c2f469a5,07c540c4,891589e7,f6277d14,a458ea53,ccc62960,-1,3a171ecb,635c5ed5,e8b83407,09555b11,0.0,0.05911517925247902,0.0007093875620714117,0.045454545454545456,0.009741769239255488,0.014011640439749945,0.0036166365280289334,0.0072992700729927005,0.011528910961333806,0.0,0.05263157894736842,0.0,0.005188067444876783,0,33,34,19,10,40,30,41,32,27,8
68fd1e64,58e67aaf,ea08d618,0849f7d1,25c83c98,-1,d5b22f0b,0b153874,a73ee510,5162b19c,fee58969,70fcd075,a8840224,1adce6ef,d002b6d9,260a0c41,e5ba7672,c21c3e4c,55dd3565,a458ea53,b309c473,-1,32c7478e,3fdb382b,9b3e8820,49d68486,0.06249999999999999,0.0001271294177472667,0.0004729250413809411,0.0,0.0005407716190446171,0.0002155636990730761,0.004822182037371911,0.014598540145985401,0.006739978715856686,0.4,0.07894736842105263,0.0,0.0,1,1,6,10,1,7,7,1,9,22,15
05db9164,b56822db,4385e7c4,0a5de462,25c83c98,7e0ccccf,4aa938fc,5b392875,a73ee510,03e48276,01a25c9a,5565c8ef,1aa94af3,b28479f6,a9d1ba1a,8d04fe7d,8efede7f,38dce391,21ddcdc9,5840adea,437c4394,-1,32c7478e,3e1dcafc,001f3601,6c27a535,0.06249999999999999,0.015509788965166539,0.0028375502482856467,0.4431818181818182,9.85012056547572e-07,0.0002155636990730761,0.037371910789632305,0.056569343065693424,0.06278822277403334,0.4,0.10526315789473684,0.010101010101010102,0.0012970168612191958,0,15,6,3,21,27,7,24,26,4,5
